5565.142105996609	Wed, 20 Sep 2023 15:21:36 GMT
4368.6312819719315	Wed, 20 Sep 2023 15:22:45 GMT
4998.817978978157	Wed, 20 Sep 2023 15:24:32 GMT
4866.666575014591	Wed, 20 Sep 2023 15:26:33 GMT
5696.333907008171	Wed, 20 Sep 2023 15:28:19 GMT
5598.891767024994	Wed, 20 Sep 2023 15:39:57 GMT
4413.337127029896	Wed, 20 Sep 2023 15:40:45 GMT
5466.380748987198	Wed, 20 Sep 2023 15:45:19 GMT
4314.285982012749	Wed, 20 Sep 2023 15:46:04 GMT
4325.319938004017	Wed, 20 Sep 2023 15:46:50 GMT
4542.396580040455	Wed, 20 Sep 2023 15:48:24 GMT
5532.719581961632	Wed, 20 Sep 2023 15:53:06 GMT
4316.904649972916	Wed, 20 Sep 2023 15:53:47 GMT
5581.576035022736	Wed, 20 Sep 2023 16:00:46 GMT
4481.243476986885	Wed, 20 Sep 2023 16:02:26 GMT
4564.324912011623	Wed, 20 Sep 2023 16:34:52 GMT
5833.341422975063	Wed, 20 Sep 2023 16:40:31 GMT
4383.632344007492	Wed, 20 Sep 2023 17:13:25 GMT
4382.7830260396	Wed, 20 Sep 2023 17:15:29 GMT
5367.024432003498	Wed, 20 Sep 2023 17:21:11 GMT
4400.5383269786835	Wed, 20 Sep 2023 17:22:21 GMT
14596.212109997869	Thu, 21 Sep 2023 13:24:41 GMT
4617.704254999757	Thu, 21 Sep 2023 13:26:03 GMT
5815.686774998903	Thu, 21 Sep 2023 13:31:05 GMT
12194.481017999351	Thu, 21 Sep 2023 13:52:27 GMT
6728.322981998324	Thu, 21 Sep 2023 13:59:02 GMT
4431.852135002613	Thu, 21 Sep 2023 14:05:59 GMT
4614.924760006368	Thu, 21 Sep 2023 14:07:03 GMT
5795.028467997909	Thu, 21 Sep 2023 15:26:18 GMT
4633.029867999256	Thu, 21 Sep 2023 15:29:14 GMT
